id,nombre,direccion,barrio,comuna,anillo,distancia,cantidad_delitos,area_km2,densidad,base,densidad_relativa
4,Comisaria Vecinal 1-B,TACUARI 770,MONSERRAT,1,2,100-200 m,860,0.09409645471650507,9139.55794180576,7619.840749179052,1.1994421199406877
4,Comisaria Vecinal 1-B,TACUARI 770,MONSERRAT,1,3,200-300 m,1493,0.15682742452706455,9520.01860964276,7619.840749179052,1.249372384937104
4,Comisaria Vecinal 1-B,TACUARI 770,MONSERRAT,1,4,300-400 m,2127,0.21955839433845675,9687.627778517804,7619.840749179052,1.2713687985620346
4,Comisaria Vecinal 1-B,TACUARI 770,MONSERRAT,1,5,400-500 m,1460,0.282289364148873,5171.997905064638,7619.840749179052,0.6787540678749565
4,Comisaria Vecinal 1-B,TACUARI 770,MONSERRAT,1,6,500-600 m,1880,0.3450203339603231,5448.954206322801,7619.840749179052,0.7151007987811112
20,Comisaria Vecinal 9-B,REMEDIOS 3748,PARQUE AVELLANEDA,9,1,0-100 m,136,0.03136548490540953,4335.976325892682,4335.976325892682,1.0
20,Comisaria Vecinal 9-B,REMEDIOS 3748,PARQUE AVELLANEDA,9,2,100-200 m,254,0.09409645471650507,2699.3578107193757,4335.976325892682,0.6225490196060139
20,Comisaria Vecinal 9-B,REMEDIOS 3748,PARQUE AVELLANEDA,9,3,200-300 m,566,0.15682742452706455,3609.062647727932,4335.976325892682,0.8323529411763809
20,Comisaria Vecinal 9-B,REMEDIOS 3748,PARQUE AVELLANEDA,9,4,300-400 m,755,0.21955839433845675,3438.7207206304383,4335.976325892682,0.793067226888625
20,Comisaria Vecinal 9-B,REMEDIOS 3748,PARQUE AVELLANEDA,9,5,400-500 m,942,0.282289364148873,3337.0013880622528,4335.976325892682,0.7696078431367444
20,Comisaria Vecinal 9-B,REMEDIOS 3748,PARQUE AVELLANEDA,9,6,500-600 m,914,0.3450203339603231,2649.1192258399146,4335.976325892682,0.6109625668434707
21,Comisaria Comunal 11,"BUFANO, ALFREDO R. 1800",VILLA GRAL. MITRE,11,1,0-100 m,77,0.03136548490540953,2454.9277727480626,2454.9277727480626,1.0
21,Comisaria Comunal 11,"BUFANO, ALFREDO R. 1800",VILLA GRAL. MITRE,11,2,100-200 m,242,0.09409645471650507,2571.8290952523184,2454.9277727480626,1.0476190476159695
21,Comisaria Comunal 11,"BUFANO, ALFREDO R. 1800",VILLA GRAL. MITRE,11,3,200-300 m,330,0.15682742452706455,2104.2238052123985,2454.9277727480626,0.8571428571427648
21,Comisaria Comunal 11,"BUFANO, ALFREDO R. 1800",VILLA GRAL. MITRE,11,4,300-400 m,811,0.21955839433845675,3693.7781515646166,2454.9277727480626,1.5046382189198897
21,Comisaria Comunal 11,"BUFANO, ALFREDO R. 1800",VILLA GRAL. MITRE,11,5,400-500 m,910,0.282289364148873,3223.642529869055,2454.9277727480626,1.313131313130442
21,Comisaria Comunal 11,"BUFANO, ALFREDO R. 1800",VILLA GRAL. MITRE,11,6,500-600 m,1168,0.3450203339603231,3385.3077196728887,2454.9277727480626,1.378984651708654
22,Comisaria Comunal 9,"DE LA TORRE, LISANDRO AV. 2343",MATADEROS,9,1,0-100 m,107,0.03136548490540953,3411.3931387538014,3411.3931387538014,1.0
22,Comisaria Comunal 9,"DE LA TORRE, LISANDRO AV. 2343",MATADEROS,9,2,100-200 m,344,0.09409645471650507,3655.8231767223037,3411.3931387538014,1.0716510903395302
22,Comisaria Comunal 9,"DE LA TORRE, LISANDRO AV. 2343",MATADEROS,9,3,200-300 m,254,0.15682742452706455,1619.6146864362097,3411.3931387538014,0.47476635514013577
22,Comisaria Comunal 9,"DE LA TORRE, LISANDRO AV. 2343",MATADEROS,9,4,300-400 m,593,0.21955839433845675,2700.8760097137088,3411.3931387538014,0.791722296393066
22,Comisaria Comunal 9,"DE LA TORRE, LISANDRO AV. 2343",MATADEROS,9,5,400-500 m,502,0.282289364148873,1778.3170879057866,3411.3931387538014,0.5212876427826242
22,Comisaria Comunal 9,"DE LA TORRE, LISANDRO AV. 2343",MATADEROS,9,6,500-600 m,667,0.3450203339603231,1933.2193912858022,3411.3931387538014,0.5666949872543909
23,Comisaria Comunal 10,CHIVILCOY 453,FLORESTA,10,1,0-100 m,197,0.03136548490540953,6280.789236771017,6280.789236771017,1.0
23,Comisaria Comunal 10,CHIVILCOY 453,FLORESTA,10,2,100-200 m,483,0.09409645471650507,5133.030797549049,6280.789236771017,0.8172588832463297
23,Comisaria Comunal 10,CHIVILCOY 453,FLORESTA,10,3,200-300 m,540,0.15682742452706455,3443.275317620288,6280.789236771017,0.548223350253748
23,Comisaria Comunal 10,CHIVILCOY 453,FLORESTA,10,4,300-400 m,1102,0.21955839433845675,5019.16587302615,6280.789236771017,0.7991298042037988
23,Comisaria Comunal 10,CHIVILCOY 453,FLORESTA,10,5,400-500 m,1375,0.282289364148873,4870.888437988957,6280.789236771017,0.7755217146074946
23,Comisaria Comunal 10,CHIVILCOY 453,FLORESTA,10,6,500-600 m,1730,0.3450203339603231,5014.197221775768,6280.789236771017,0.7983387171185496
50,Comisaria Vecinal 10-B,"PORCEL DE PERALTA, MANUEL 726",VERSALLES,10,1,0-100 m,87,0.03136548490540953,2773.7495614166423,2773.7495614166423,1.0
50,Comisaria Vecinal 10-B,"PORCEL DE PERALTA, MANUEL 726",VERSALLES,10,2,100-200 m,158,0.09409645471650507,1679.1280869829186,2773.7495614166423,0.6053639846725507
50,Comisaria Vecinal 10-B,"PORCEL DE PERALTA, MANUEL 726",VERSALLES,10,3,200-300 m,278,0.15682742452706455,1772.6491449971115,2773.7495614166423,0.6390804597700461
50,Comisaria Vecinal 10-B,"PORCEL DE PERALTA, MANUEL 726",VERSALLES,10,4,300-400 m,433,0.21955839433845675,1972.1404927589138,2773.7495614166423,0.711001642034214
50,Comisaria Vecinal 10-B,"PORCEL DE PERALTA, MANUEL 726",VERSALLES,10,5,400-500 m,516,0.282289364148873,1827.9115883653105,2773.7495614166423,0.6590038314171874
50,Comisaria Vecinal 10-B,"PORCEL DE PERALTA, MANUEL 726",VERSALLES,10,6,500-600 m,627,0.3450203339603231,1817.2841954065937,2773.7495614166423,0.6551724137915497
27,Comisaria Vecinal 11-B,"CUBAS, JOSE 4154",VILLA DEVOTO,11,1,0-100 m,90,0.03136548490540953,2869.396098017216,2869.396098017216,1.0
27,Comisaria Vecinal 11-B,"CUBAS, JOSE 4154",VILLA DEVOTO,11,2,100-200 m,159,0.09409645471650507,1689.7554799385068,2869.396098017216,0.5888888888871586
27,Comisaria Vecinal 11-B,"CUBAS, JOSE 4154",VILLA DEVOTO,11,3,200-300 m,304,0.15682742452706455,1938.436475104755,2869.396098017216,0.6755555555554827
27,Comisaria Vecinal 11-B,"CUBAS, JOSE 4154",VILLA DEVOTO,11,4,300-400 m,355,0.21955839433845675,1616.8819282434513,2869.396098017216,0.5634920634905493
27,Comisaria Vecinal 11-B,"CUBAS, JOSE 4154",VILLA DEVOTO,11,5,400-500 m,585,0.282289364148873,2072.341626344393,2869.396098017216,0.7222222222217433
27,Comisaria Vecinal 11-B,"CUBAS, JOSE 4154",VILLA DEVOTO,11,6,500-600 m,876,0.3450203339603231,2538.9807897546666,2869.396098017216,0.8848484848463863
24,Comisaria Vecinal 11-B (edificio anexo),NAZCA 4254,VILLA PUEYRREDON,12,1,0-100 m,73,0.03136548490540953,2327.399057280631,2327.399057280631,1.0
24,Comisaria Vecinal 11-B (edificio anexo),NAZCA 4254,VILLA PUEYRREDON,12,2,100-200 m,259,0.09409645471650507,2752.494775497316,2327.399057280631,1.182648401823009
24,Comisaria Vecinal 11-B (edificio anexo),NAZCA 4254,VILLA PUEYRREDON,12,3,200-300 m,269,0.15682742452706455,1715.2612230367733,2327.399057280631,0.7369863013697836
24,Comisaria Vecinal 11-B (edificio anexo),NAZCA 4254,VILLA PUEYRREDON,12,4,300-400 m,505,0.21955839433845675,2300.0714753885713,2327.399057280631,0.9882583170227843
24,Comisaria Vecinal 11-B (edificio anexo),NAZCA 4254,VILLA PUEYRREDON,12,5,400-500 m,650,0.282289364148873,2302.601807049325,2327.399057280631,0.9893455098927988
24,Comisaria Vecinal 11-B (edificio anexo),NAZCA 4254,VILLA PUEYRREDON,12,6,500-600 m,917,0.3450203339603231,2657.8143655308554,2327.399057280631,1.1419676214169678
25,Comisaria Vecinal 8-A,"LEGUIZAMON, MARTINIANO 4347",VILLA LUGANO,8,1,0-100 m,128,0.03136548490540953,4080.9188949578183,4080.9188949578183,1.0
25,Comisaria Vecinal 8-A,"LEGUIZAMON, MARTINIANO 4347",VILLA LUGANO,8,2,100-200 m,257,0.09409645471650507,2731.23998958614,4080.9188949578183,0.6692708333313668
25,Comisaria Vecinal 8-A,"LEGUIZAMON, MARTINIANO 4347",VILLA LUGANO,8,3,200-300 m,572,0.15682742452706455,3647.3212623681575,4080.9188949578183,0.8937499999999038
25,Comisaria Vecinal 8-A,"LEGUIZAMON, MARTINIANO 4347",VILLA LUGANO,8,4,300-400 m,708,0.21955839433845675,3224.6546625249675,4080.9188949578183,0.790178571426448
25,Comisaria Vecinal 8-A,"LEGUIZAMON, MARTINIANO 4347",VILLA LUGANO,8,5,400-500 m,877,0.282289364148873,3106.7412073573205,4080.9188949578183,0.7612847222217174
25,Comisaria Vecinal 8-A,"LEGUIZAMON, MARTINIANO 4347",VILLA LUGANO,8,6,500-600 m,781,0.3450203339603231,2263.6346995415465,4080.9188949578183,0.5546874999986845
26,Comisaria Vecinal 12-A,MACHAIN 3045,VILLA URQUIZA,12,1,0-100 m,151,0.03136548490540953,4814.209008895552,4814.209008895552,1.0
26,Comisaria Vecinal 12-A,MACHAIN 3045,VILLA URQUIZA,12,2,100-200 m,281,0.09409645471650507,2986.297420520254,4814.209008895552,0.6203090507708042
26,Comisaria Vecinal 12-A,MACHAIN 3045,VILLA URQUIZA,12,3,200-300 m,421,0.15682742452706455,2684.4794605891507,4814.209008895552,0.5576158940396749
26,Comisaria Vecinal 12-A,MACHAIN 3045,VILLA URQUIZA,12,4,300-400 m,490,0.21955839433845675,2231.7525206740593,4814.209008895552,0.4635761589391515
26,Comisaria Vecinal 12-A,MACHAIN 3045,VILLA URQUIZA,12,5,400-500 m,740,0.282289364148873,2621.4235957176934,4814.209008895552,0.5445180279613754
26,Comisaria Vecinal 12-A,MACHAIN 3045,VILLA URQUIZA,12,6,500-600 m,853,0.3450203339603231,2472.3180521241216,4814.209008895552,0.5135460565911961
5,Comisaria Comunal 3,LAVALLE 1958,BALVANERA,3,1,0-100 m,365,0.03136548490540953,11636.995286403155,11636.995286403155,1.0
5,Comisaria Comunal 3,LAVALLE 1958,BALVANERA,3,2,100-200 m,936,0.09409645471650507,9947.239806430454,11636.995286403155,0.8547945205454335
5,Comisaria Comunal 3,LAVALLE 1958,BALVANERA,3,3,200-300 m,1760,0.15682742452706455,11222.526961132791,11636.995286403155,0.9643835616437316
5,Comisaria Comunal 3,LAVALLE 1958,BALVANERA,3,4,300-400 m,2926,0.21955839433845675,13326.750766310812,11636.995286403155,1.1452054794489772
5,Comisaria Comunal 3,LAVALLE 1958,BALVANERA,3,5,400-500 m,2077,0.282289364148873,7357.698389602228,11636.995286403155,0.6322678843222594
5,Comisaria Comunal 3,LAVALLE 1958,BALVANERA,3,6,500-600 m,3081,0.3450203339603231,8929.908462596037,11636.995286403155,0.7673723536719036
51,Comisaria Vecinal 7-C,GAONA AV. 2738,FLORES,7,1,0-100 m,252,0.03136548490540953,8034.309074448205,8034.309074448205,1.0
51,Comisaria Vecinal 7-C,GAONA AV. 2738,FLORES,7,2,100-200 m,312,0.09409645471650507,3315.746602143485,8034.309074448205,0.41269841269720003
51,Comisaria Vecinal 7-C,GAONA AV. 2738,FLORES,7,3,200-300 m,867,0.15682742452706455,5528.369815512574,8034.309074448205,0.6880952380951639
51,Comisaria Vecinal 7-C,GAONA AV. 2738,FLORES,7,4,300-400 m,819,0.21955839433845675,3730.2149274123567,8034.309074448205,0.4642857142844666
51,Comisaria Vecinal 7-C,GAONA AV. 2738,FLORES,7,5,400-500 m,943,0.282289364148873,3340.54385238079,8034.309074448205,0.41578483245122333
51,Comisaria Vecinal 7-C,GAONA AV. 2738,FLORES,7,6,500-600 m,1295,0.3450203339603231,3753.401966589376,8034.309074448205,0.46717171717060924
52,Comisaria Comunal 13,ARTILLEROS 2081,BELGRANO,13,1,0-100 m,58,0.03136548490540953,1849.1663742777614,1849.1663742777614,1.0
52,Comisaria Comunal 13,ARTILLEROS 2081,BELGRANO,13,2,100-200 m,197,0.09409645471650507,2093.5964122508544,1849.1663742777614,1.1321839080426506
52,Comisaria Comunal 13,ARTILLEROS 2081,BELGRANO,13,3,200-300 m,302,0.15682742452706455,1925.6836035580131,1849.1663742777614,1.0413793103447155
52,Comisaria Comunal 13,ARTILLEROS 2081,BELGRANO,13,4,300-400 m,649,0.21955839433845675,2955.933440647887,1849.1663742777614,1.598522167483389
52,Comisaria Comunal 13,ARTILLEROS 2081,BELGRANO,13,5,400-500 m,971,0.282289364148873,3439.732853299838,1849.1663742777614,1.860153256703747
52,Comisaria Comunal 13,ARTILLEROS 2081,BELGRANO,13,6,500-600 m,1101,0.3450203339603231,3191.1162665752145,1849.1663742777614,1.7257053291495124
44,Comisaria Comunal 8,DIAZ ANA Y CAFAYATE,VILLA LUGANO,8,1,0-100 m,91,0.03136548490540953,2901.278276884074,2901.278276884074,1.0
44,Comisaria Comunal 8,DIAZ ANA Y CAFAYATE,VILLA LUGANO,8,2,100-200 m,445,0.09409645471650507,4729.189865236702,2901.278276884074,1.6300366300318407
44,Comisaria Comunal 8,DIAZ ANA Y CAFAYATE,VILLA LUGANO,8,3,200-300 m,922,0.15682742452706455,5879.073783047974,2901.278276884074,2.0263736263734082
44,Comisaria Comunal 8,DIAZ ANA Y CAFAYATE,VILLA LUGANO,8,4,300-400 m,798,0.21955839433845675,3634.5683908120395,2901.278276884074,1.252747252743886
44,Comisaria Comunal 8,DIAZ ANA Y CAFAYATE,VILLA LUGANO,8,5,400-500 m,1109,0.282289364148873,3928.5929292580026,2901.278276884074,1.354090354089456
44,Comisaria Comunal 8,DIAZ ANA Y CAFAYATE,VILLA LUGANO,8,6,500-600 m,1434,0.3450203339603231,4156.276772269625,2901.278276884074,1.432567432564035
53,Comisaria Comunal 14,REPUBLICA ARABE SIRIA 2961,PALERMO,14,1,0-100 m,304,0.03136548490540953,9692.182375524819,9692.182375524819,1.0
53,Comisaria Comunal 14,REPUBLICA ARABE SIRIA 2961,PALERMO,14,2,100-200 m,626,0.09409645471650507,6652.747990198146,9692.182375524819,0.686403508769913
53,Comisaria Comunal 14,REPUBLICA ARABE SIRIA 2961,PALERMO,14,3,200-300 m,642,0.15682742452706455,4093.6717665041206,9692.182375524819,0.4223684210525861
53,Comisaria Comunal 14,REPUBLICA ARABE SIRIA 2961,PALERMO,14,4,300-400 m,1237,0.21955839433845675,5634.036465456758,9692.182375524819,0.5812969924796408
53,Comisaria Comunal 14,REPUBLICA ARABE SIRIA 2961,PALERMO,14,5,400-500 m,936,0.282289364148873,3315.746602151028,9692.182375524819,0.3421052631576678
53,Comisaria Comunal 14,REPUBLICA ARABE SIRIA 2961,PALERMO,14,6,500-600 m,719,0.3450203339603231,2083.935145928773,9692.182375524819,0.21501196172197812
54,Comisaria Vecinal 10-C,BASUALDO 165,VILLA LURO,10,1,0-100 m,79,0.03136548490540953,2518.692130481779,2518.692130481779,1.0
54,Comisaria Vecinal 10-C,BASUALDO 165,VILLA LURO,10,2,100-200 m,330,0.09409645471650507,3507.0396753440705,2518.692130481779,1.3924050632870477
54,Comisaria Vecinal 10-C,BASUALDO 165,VILLA LURO,10,3,200-300 m,625,0.15682742452706455,3985.2723583568154,2518.692130481779,1.5822784810124877
54,Comisaria Vecinal 10-C,BASUALDO 165,VILLA LURO,10,4,300-400 m,736,0.21955839433845675,3352.1833779920566,2518.692130481779,1.3309222423110707
54,Comisaria Vecinal 10-C,BASUALDO 165,VILLA LURO,10,5,400-500 m,873,0.282289364148873,3092.5713500831707,2518.692130481779,1.2278481012650084
54,Comisaria Vecinal 10-C,BASUALDO 165,VILLA LURO,10,6,500-600 m,897,0.3450203339603231,2599.846767591251,2518.692130481779,1.0322209436109004
6,Comisaria Vecinal 3-A,LAVALLE 2625,BALVANERA,3,1,0-100 m,289,0.03136548490540953,9213.94969252195,9213.94969252195,1.0
6,Comisaria Vecinal 3-A,LAVALLE 2625,BALVANERA,3,2,100-200 m,1247,0.09409645471650507,13252.359015618353,9213.94969252195,1.4382929642402953
6,Comisaria Vecinal 3-A,LAVALLE 2625,BALVANERA,3,3,200-300 m,5004,0.15682742452706455,31907.684609948006,9213.94969252195,3.4629757785463395
6,Comisaria Vecinal 3-A,LAVALLE 2625,BALVANERA,3,4,300-400 m,2701,0.21955839433845675,12301.966445593132,9213.94969252195,1.3351458230315083
6,Comisaria Vecinal 3-A,LAVALLE 2625,BALVANERA,3,5,400-500 m,3870,0.282289364148873,13709.33691273983,9213.94969252195,1.4878892733554145
6,Comisaria Vecinal 3-A,LAVALLE 2625,BALVANERA,3,6,500-600 m,3379,0.3450203339603231,9793.62567189614,9213.94969252195,1.0629128656785107
35,Comisaria Vecinal 3-A (edificio anexo),"URQUIZA, Gral. 544",BALVANERA,3,1,0-100 m,795,0.03136548490540953,25346.332199152075,25346.332199152075,1.0
35,Comisaria Vecinal 3-A (edificio anexo),"URQUIZA, Gral. 544",BALVANERA,3,2,100-200 m,406,0.09409645471650507,4314.721539968766,25346.332199152075,0.17023060796595685
35,Comisaria Vecinal 3-A (edificio anexo),"URQUIZA, Gral. 544",BALVANERA,3,3,200-300 m,1161,0.15682742452706455,7403.04193288362,25346.332199152075,0.29207547169808173
35,Comisaria Vecinal 3-A (edificio anexo),"URQUIZA, Gral. 544",BALVANERA,3,4,300-400 m,1296,0.21955839433845675,5902.7576873338385,25346.332199152075,0.23288409703441457
35,Comisaria Vecinal 3-A (edificio anexo),"URQUIZA, Gral. 544",BALVANERA,3,5,400-500 m,2104,0.282289364148873,7453.344926202739,25346.332199152075,0.2940600978334877
35,Comisaria Vecinal 3-A (edificio anexo),"URQUIZA, Gral. 544",BALVANERA,3,6,500-600 m,2517,0.3450203339603231,7295.222200699196,25346.332199152075,0.28782161234923165
7,Comisaria Comunal 5,BILLINGHURST 471,ALMAGRO,5,1,0-100 m,426,0.03136548490540953,13581.808197281489,13581.808197281489,1.0
7,Comisaria Comunal 5,BILLINGHURST 471,ALMAGRO,5,2,100-200 m,1144,0.09409645471650507,12157.737541192779,13581.808197281489,0.895148669793927
7,Comisaria Comunal 5,BILLINGHURST 471,ALMAGRO,5,3,200-300 m,1853,0.15682742452706455,11815.535488056286,13581.808197281489,0.8699530516430989
7,Comisaria Comunal 5,BILLINGHURST 471,ALMAGRO,5,4,300-400 m,2595,0.21955839433845675,11819.17916561058,13581.808197281489,0.8702213279654682
7,Comisaria Comunal 5,BILLINGHURST 471,ALMAGRO,5,5,400-500 m,4111,0.282289364148873,14563.070813507347,13581.808197281489,1.0722483046419597
7,Comisaria Comunal 5,BILLINGHURST 471,ALMAGRO,5,6,500-600 m,4790,0.3450203339603231,13883.23970653522,13581.808197281489,1.0221937686702176
56,Comisaria Comunal 12,RAMALLO 4398,SAAVEDRA,12,1,0-100 m,121,0.03136548490540953,3857.7436428898127,3857.7436428898127,1.0
56,Comisaria Comunal 12,RAMALLO 4398,SAAVEDRA,12,2,100-200 m,221,0.09409645471650507,2348.6538431849685,3857.7436428898127,0.6088154269954563
56,Comisaria Comunal 12,RAMALLO 4398,SAAVEDRA,12,3,200-300 m,340,0.15682742452706455,2167.9881629461074,3857.7436428898127,0.5619834710743196
56,Comisaria Comunal 12,RAMALLO 4398,SAAVEDRA,12,4,300-400 m,592,0.21955839433845675,2696.321412732741,3857.7436428898127,0.6989374262082751
56,Comisaria Comunal 12,RAMALLO 4398,SAAVEDRA,12,5,400-500 m,656,0.282289364148873,2323.8565929605497,3857.7436428898127,0.602387511478021
56,Comisaria Comunal 12,RAMALLO 4398,SAAVEDRA,12,6,500-600 m,945,0.3450203339603231,2738.9690026463013,3857.7436428898127,0.7099924868503071
57,Comisaria Comunal 15,GUZMAN 396,CHACARITA,15,1,0-100 m,374,0.03136548490540953,11923.934896204875,11923.934896204875,1.0
57,Comisaria Comunal 15,GUZMAN 396,CHACARITA,15,2,100-200 m,239,0.09409645471650507,2539.9469163855542,11923.934896204875,0.2130124777177342
57,Comisaria Comunal 15,GUZMAN 396,CHACARITA,15,3,200-300 m,642,0.15682742452706455,4093.6717665041206,11923.934896204875,0.3433155080213534
57,Comisaria Comunal 15,GUZMAN 396,CHACARITA,15,4,300-400 m,826,0.21955839433845675,3762.0971062791286,11923.934896204875,0.31550802138952644
57,Comisaria Comunal 15,GUZMAN 396,CHACARITA,15,5,400-500 m,1403,0.282289364148873,4970.077438908005,11923.934896204875,0.41681521093258156
57,Comisaria Comunal 15,GUZMAN 396,CHACARITA,15,6,500-600 m,1116,0.3450203339603231,3234.591965029918,11923.934896204875,0.2712688381131146
55,Comisaria Comunal 4,ZAVALETA 425,PARQUE PATRICIOS,4,1,0-100 m,200,0.03136548490540953,6376.4357733715915,6376.4357733715915,1.0
55,Comisaria Comunal 4,ZAVALETA 425,PARQUE PATRICIOS,4,2,100-200 m,242,0.09409645471650507,2571.8290952523184,6376.4357733715915,0.4033333333321482
55,Comisaria Comunal 4,ZAVALETA 425,PARQUE PATRICIOS,4,3,200-300 m,580,0.15682742452706455,3698.3327485551245,6376.4357733715915,0.5799999999999375
55,Comisaria Comunal 4,ZAVALETA 425,PARQUE PATRICIOS,4,4,300-400 m,613,0.21955839433845675,2791.967949333058,6376.4357733715915,0.43785714285596616
55,Comisaria Comunal 4,ZAVALETA 425,PARQUE PATRICIOS,4,5,400-500 m,736,0.282289364148873,2607.2537384435436,6376.4357733715915,0.4088888888886177
55,Comisaria Comunal 4,ZAVALETA 425,PARQUE PATRICIOS,4,6,500-600 m,1190,0.3450203339603231,3449.0720774064534,6376.4357733715915,0.540909090907808
