modelo,threshold,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
Random Forest,0.92,0.940374674667438,0.5459436054480868,0.23172065330840982,0.3252733021260904,0.8764187060307034,1024692,13295,52684,15889
Random Forest,0.93,0.9409060511856564,0.5717716682613943,0.1958872139801166,0.2914670050780028,0.8764187060307034,1027738,10249,55142,13431
Random Forest,0.94,0.9413542871602083,0.6025816153898667,0.16492834675638596,0.25863879525720435,0.8764187060307034,1030354,7633,57262,11311
Random Forest,0.95,0.9414446573163678,0.6374545880601161,0.13060438100741031,0.2166301897279382,0.8764187060307034,1032804,5183,59612,8961
XGBoost,0.05,0.23910768507807983,0.07511909751930339,0.9966091001454217,0.13970189298934216,0.8724208135307878,196247,841740,233,68340
XGBoost,0.06,0.2536193247541932,0.07641209042159472,0.9956303718030135,0.14192417506044985,0.8724208135307878,212372,825615,300,68273
XGBoost,0.07,0.26809120156159627,0.07772935995775368,0.9943358522356498,0.14417848449577747,0.8724208135307878,228475,809512,389,68184
XGBoost,0.08,0.2821347238288028,0.07908110883065045,0.9933205414086945,0.14648679325446623,0.8724208135307878,244085,793902,459,68114
XGBoost,0.09,0.29666805234239446,0.08051910246268333,0.9920550375261874,0.14893282154090964,0.8724208135307878,260254,777733,546,68027
XGBoost,0.1,0.3102543016194332,0.08190057958633833,0.9906130444771521,0.15127208547037427,0.8724208135307878,275387,762600,645,67928
XGBoost,0.11,0.32862293956043953,0.0838380354031771,0.9885603658198605,0.15454115037325078,0.8724208135307878,295854,742133,786,67787
XGBoost,0.12,0.3464095936957779,0.08579947061634888,0.9864822547650075,0.1578367747048515,0.8724208135307878,315679,722308,929,67644
XGBoost,0.13,0.3674549956622325,0.08817331601914621,0.9831616594327478,0.16179697212664432,0.8724208135307878,339195,698792,1157,67416
XGBoost,0.14,0.3879907099479468,0.090660841094588,0.9803885600844989,0.16593519051456487,0.8724208135307878,362109,675878,1347,67226
XGBoost,0.15,0.40964159196067096,0.09342238943043146,0.9768256398252522,0.17049030934134046,0.8724208135307878,386312,651675,1592,66981
