id,lat,long,fuente
296,-34.60235417858954,-58.465008228890206,alojamientos_turisticos
360,-34.587337526312545,-58.45376222923508,alojamientos_turisticos
42610838,-34.5999759,-58.37419489999999,airbnb_listings
1305876403852901802,-34.6003822,-58.3726917,airbnb_listings
1542233033640525302,-34.6032952,-58.4095267,airbnb_listings
1004530078359434134,-34.59923,-58.40706,airbnb_listings
800145927121871422,-34.59976681720103,-58.42649866037633,airbnb_listings
1587097677906378212,-34.59854,-58.42086,airbnb_listings
915257297757499849,-34.60062146511678,-58.41712820049148,airbnb_listings
669030460212694749,-34.6243638,-58.37004409999999,airbnb_listings
1410946473039609837,-34.60119,-58.40611,airbnb_listings
1526258579588637767,-34.59753,-58.39952,airbnb_listings
27305602,-34.60088,-58.41998,airbnb_listings
9941835,-34.61834,-58.37984,airbnb_listings
984383825774053926,-34.60041694164592,-58.40816179434323,airbnb_listings
1362617610999481789,-34.62480205145298,-58.37351796327975,airbnb_listings
1594529559743659714,-34.61439,-58.38231,airbnb_listings
1344257490821468330,-34.60339,-58.40826,airbnb_listings
1385788388977650352,-34.61012676914045,-58.37626073374835,airbnb_listings
25109871,-34.57327,-58.43111,airbnb_listings
825362246155655724,-34.572407800476505,-58.43016668387247,airbnb_listings
1272559812648836628,-34.56590523113289,-58.433860896343695,airbnb_listings
1603641964892015390,-34.5988619,-58.40266409999999,airbnb_listings
975275583467233012,-34.56198173839701,-58.44927594065667,airbnb_listings
16647782,-34.55662,-58.45317,airbnb_listings
1595153926737186661,-34.584185206576606,-58.44225292380371,airbnb_listings
29881957,-34.57708,-58.4419,airbnb_listings
1579805721764955936,-34.5723764,-58.42980379999999,airbnb_listings
1224100511975301220,-34.6103,-58.37196,airbnb_listings
1597344915000329108,-34.6154212,-58.3718241,airbnb_listings
1550162786938943759,-34.59365,-58.41436,airbnb_listings
1293002695389909054,-34.590850139284115,-58.422514600000014,airbnb_listings
1597419433555089594,-34.5941514265581,-58.40499824305873,airbnb_listings
860877032959160455,-34.5910592,-58.40943339999999,airbnb_listings
1038479953794219550,-34.59374,-58.40899,airbnb_listings
1271091660305946491,-34.59361766515595,-58.40565397554193,airbnb_listings
660074472999067495,-34.582102601828026,-58.42128977179527,airbnb_listings
1026038393400812469,-34.590162482422464,-58.41791516868941,airbnb_listings
1564746425329381889,-34.5915,-58.37747,airbnb_listings
23958268,-34.5889,-58.4056,airbnb_listings
629782031243728914,-34.58276,-58.40721,airbnb_listings
848519105955089965,-34.59738413392233,-58.38901920690599,airbnb_listings
1452529633499327297,-34.62260099824629,-58.37126365184452,airbnb_listings
669449199327504855,-34.59919947803212,-58.38454132357624,airbnb_listings
1544496130569654293,-34.620648742320405,-58.37174747626322,airbnb_listings
1419819169609935642,-34.622689921449215,-58.3724423207424,airbnb_listings
1071153531780823229,-34.61823363600051,-58.371801132474346,airbnb_listings
28719764,-34.59761,-58.38308,airbnb_listings
8592105,-34.57883,-58.4123,airbnb_listings
1542221550994496879,-34.58142,-58.41283,airbnb_listings
1046555888843524072,-34.59333734972523,-58.388619315815646,airbnb_listings
34332161,-34.60047,-58.40187,airbnb_listings
1327930369953215177,-34.60213,-58.3789,airbnb_listings
1280027116764016219,-34.6014,-58.39493,airbnb_listings
34576896,-34.64318,-58.42926,airbnb_listings
645195,-34.57832,-58.42925,airbnb_listings
807867575828000499,-34.5944,-58.3798,airbnb_listings
27335942,-34.57695,-58.43976,airbnb_listings
1304243001356164757,-34.5746119,-58.4195873,airbnb_listings
1570224783992869584,-34.60813,-58.3891,airbnb_listings
1404670262979033977,-34.60749798601758,-58.386492379273136,airbnb_listings
1432676386567569964,-34.60978,-58.38212,airbnb_listings
1376817086403741267,-34.5888408,-58.3915276,airbnb_listings
1399164045061718670,-34.588,-58.39111,airbnb_listings
1229193133275943039,-34.58719256028995,-58.41920636594296,airbnb_listings
1556475338360934391,-34.58497,-58.42185,airbnb_listings
1542994993917671133,-34.57582,-58.43861,airbnb_listings
1101226,-34.60903,-58.38001,airbnb_listings
1569024356281377317,-34.58991216023084,-58.4240460768342,airbnb_listings
1345495787376362664,-34.6038472,-58.3783977,airbnb_listings
15835356,-34.59028726341703,-58.42091264648247,airbnb_listings
939225703455884745,-34.59018762151826,-58.4228390827775,airbnb_listings
53342002,-34.57983,-58.42953,airbnb_listings
