id_celda,area_km2,delitos_ponderados,cant_estaciones_tren,densidad_delitos,densidad_estaciones_tren
2709,0.25,331.05,0.0,1324.2,0.0
2710,0.25,330.0,0.0,1320.0,0.0
2711,0.25,374.4,0.0,1497.6,0.0
2712,0.25,230.15,0.0,920.6,0.0
2713,0.25,363.7,0.0,1454.8,0.0
2714,0.25,993.35,0.0,3973.4,0.0
2715,0.25,721.85,0.0,2887.4,0.0
2716,0.25,956.5,0.0,3826.0,0.0
2717,0.25,888.95,0.0,3555.8,0.0
2718,0.25,545.9,0.0,2183.6,0.0
2719,0.25,703.45,0.0,2813.8,0.0
2720,0.25,807.65,0.0,3230.6,0.0
2721,0.25,1375.45,0.0,5501.8,0.0
2722,0.25,844.45,0.0,3377.8,0.0
2723,0.25,773.25,0.0,3093.0,0.0
2724,0.25,365.75,1.0,1463.0,4.0
2725,0.25,50.85,1.0,203.4,4.0
2726,0.25,652.2,0.0,2608.8,0.0
2727,0.25,52.7,0.0,210.8,0.0
2728,0.25,3.2,0.0,12.8,0.0
2761,0.25,38.05,0.0,152.2,0.0
2762,0.25,101.9,0.0,407.6,0.0
2763,0.25,203.35,0.0,813.4,0.0
2764,0.25,466.45,0.0,1865.8,0.0
2765,0.25,439.7,0.0,1758.8,0.0
2766,0.25,502.85,0.0,2011.4,0.0
2767,0.25,488.6,0.0,1954.4,0.0
2768,0.25,574.65,0.0,2298.6,0.0
2769,0.25,571.45,0.0,2285.8,0.0
2770,0.25,747.05,0.0,2988.2,0.0
2771,0.25,1123.5,0.0,4494.0,0.0
2772,0.25,962.15,0.0,3848.6,0.0
2773,0.25,853.5,0.0,3414.0,0.0
2774,0.25,1204.2,0.0,4816.8,0.0
2775,0.25,605.25,0.0,2421.0,0.0
2776,0.25,1305.45,0.0,5221.8,0.0
2777,0.25,1173.25,0.0,4693.0,0.0
2778,0.25,484.5,0.0,1938.0,0.0
2779,0.25,1448.4,0.0,5793.6,0.0
2780,0.25,638.05,0.0,2552.2,0.0
2781,0.25,496.65,0.0,1986.6,0.0
2782,0.25,85.05,0.0,340.2,0.0
2814,0.25,0.15,0.0,0.6,0.0
2815,0.25,0.15,0.0,0.6,0.0
2817,0.25,24.15,0.0,96.6,0.0
2818,0.25,51.9,0.0,207.6,0.0
2819,0.25,321.65,0.0,1286.6,0.0
2820,0.25,225.2,0.0,900.8,0.0
2821,0.25,426.15,0.0,1704.6,0.0
2822,0.25,312.4,0.0,1249.6,0.0
2823,0.25,316.65,0.0,1266.6,0.0
2824,0.25,551.5,0.0,2206.0,0.0
2825,0.25,519.45,0.0,2077.8,0.0
2826,0.25,500.45,0.0,2001.8,0.0
2827,0.25,662.85,0.0,2651.4,0.0
2828,0.25,392.8,0.0,1571.2,0.0
2829,0.25,274.2,0.0,1096.8,0.0
2830,0.25,276.25,0.0,1105.0,0.0
2831,0.25,805.35,0.0,3221.4,0.0
2832,0.25,232.8,0.0,931.2,0.0
2833,0.25,23.1,0.0,92.4,0.0
2834,0.25,51.4,0.0,205.6,0.0
2835,0.25,63.8,0.0,255.2,0.0
2836,0.25,83.25,0.0,333.0,0.0
2869,0.25,0.5,0.0,2.0,0.0
2873,0.25,13.2,0.0,52.8,0.0
2874,0.25,152.3,0.0,609.2,0.0
2875,0.25,226.65,0.0,906.6,0.0
2876,0.25,565.95,0.0,2263.8,0.0
2877,0.25,321.65,0.0,1286.6,0.0
2878,0.25,312.85,0.0,1251.4,0.0
2879,0.25,634.45,0.0,2537.8,0.0
2880,0.25,110.5,0.0,442.0,0.0
2881,0.25,92.95,0.0,371.8,0.0
2882,0.25,72.25,0.0,289.0,0.0
2883,0.25,101.4,0.0,405.6,0.0
2884,0.25,157.2,0.0,628.8,0.0
2885,0.25,134.6,0.0,538.4,0.0
2886,0.25,64.5,0.0,258.0,0.0
2887,0.25,79.2,0.0,316.8,0.0
2891,0.25,0.75,0.0,3.0,0.0
2929,0.25,44.2,0.0,176.8,0.0
2930,0.25,147.0,0.0,588.0,0.0
2931,0.25,335.7,0.0,1342.8,0.0
2932,0.25,659.05,0.0,2636.2,0.0
2933,0.25,596.1,0.0,2384.4,0.0
2934,0.25,242.2,0.0,968.8,0.0
2935,0.25,47.25,0.0,189.0,0.0
2936,0.25,67.7,0.0,270.8,0.0
2937,0.25,101.15,0.0,404.6,0.0
2938,0.25,78.55,0.0,314.2,0.0
2939,0.25,41.05,0.0,164.2,0.0
2940,0.25,57.95,0.0,231.8,0.0
2941,0.25,2.8,0.0,11.2,0.0
2986,0.25,76.9,0.0,307.6,0.0
2987,0.25,456.05,0.0,1824.2,0.0
2988,0.25,267.8,0.0,1071.2,0.0
2989,0.25,60.15,0.0,240.6,0.0
2990,0.25,26.5,0.0,106.0,0.0
2991,0.25,66.3,0.0,265.2,0.0
2992,0.25,265.85,0.0,1063.4,0.0
2993,0.25,2.2,0.0,8.8,0.0
2994,0.25,3.9,0.0,15.6,0.0
3026,0.25,0.15,0.0,0.6,0.0
3031,0.25,0.15,0.0,0.6,0.0
3043,0.25,0.5,0.0,2.0,0.0
3044,0.25,0.9,0.0,3.6,0.0
3045,0.25,7.8,0.0,31.2,0.0
3046,0.25,0.15,0.0,0.6,0.0
3047,0.25,4.4,0.0,17.6,0.0
3049,0.25,0.15,0.0,0.6,0.0
3050,0.25,10.0,0.0,40.0,0.0
3085,0.25,0.15,0.0,0.6,0.0
3100,0.25,7.8999999999999995,0.0,31.599999999999998,0.0
3102,0.25,0.6,0.0,2.4,0.0
3155,0.25,7.1,0.0,28.4,0.0
3159,0.25,0.15,0.0,0.6,0.0
3657,0.25,1.0,0.0,4.0,0.0
